timestamp,cause,delay,line,message
2014-07-07 17:17:00,expressed,0,green,A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.
2014-07-06 08:04:00,signal problem,9,orange,A New Carrollton-bound Orange Line train at East Falls Church was delayed 9 minutes due to a signal problem.
2014-07-06 09:25:00,signal problem,14,green,A Greenbelt-bound Green Line train at Branch Avenue was delayed 14 minutes due to a signal problem.
2014-07-06 13:00:00,operational problem,6,blue,A Largo Town Center-bound Blue Line train at Van Dorn Street was delayed 6 minutes due to an operational problem.
2014-07-06 16:04:00,misc,5,green,A Branch Avenue-bound Green Line train at Gallery Place was delayed 5 minutes due to police activity.
2014-07-06 19:45:00,brake problem,5,red,"A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 5-minute delay. As a result, a 7:54 p.m. Glenmont-bound Red Line train at NoMa-Gallaudet was delayed 9 minutes."
2014-07-06 19:59:00,expressed,0,red,A Grosvenor-bound Red Line train at Rhode Island Avenue was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2014-07-05 00:04:00,misc,8,green,A Greenbelt-bound Green Line train at U Street was delayed 8 minutes due to a sick passenger.
2014-07-05 08:01:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2014-07-05 09:54:00,operational problem,5,green,A Branch Avenue-bound Green Line train at Greenbelt was delayed 5 minutes due to an operational problem.
2014-07-04 08:29:00,equipment problem,6,red,A Glenmont-bound Red Line train at Friendship Heights was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2014-07-04 09:57:00,equipment problem,9,red,A Silver Spring-bound Red Line train at Union Station was offloaded due to an equipment problem. Passengers experienced a 9-minute delay.
2014-07-04 10:59:00,did not operate,6,red,"A Grosvenor-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service."
2014-07-04 11:35:00,did not operate,6,red,"A Silver Spring-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service."
2014-07-04 13:48:00,signal problem,4,red,A Silver Spring-bound Red Line train at Fort Totten was delayed 4 minutes due to a signal problem.
2014-07-04 15:54:00,door problem,4,red,A Shady Grove-bound Red Line train at Brookland was delayed 4 minutes due to a door problem.
2014-07-04 18:09:00,brake problem,3,red,A Grosvenor-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 3-minute delay.
2014-07-04 18:26:00,expressed,0,red,A Silver Spring-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.
2014-07-04 19:13:00,expressed,0,green,A Branch Avenue-bound Green Line train at Mt. Vernon Square was expressed for schedule adherence/improved train spacing.
2014-07-03 06:52:00,signal problem,12,orange,A Vienna-bound Orange Line train at West Falls Church was delayed 12 minutes due to a signal problem.
2014-07-03 08:10:00,brake problem,9,orange,A New Carrollton-bound Orange Line train at Virginia Square was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2014-07-03 08:26:00,equipment problem,3,red,A Grosvenor-bound Red Line train at Silver Spring was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.
2014-07-03 08:40:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2014-07-03 09:21:00,track problem,18,orange,A Largo Town Center-bound Orange Line train at Rosslyn was delayed 18 minutes due to a track problem.
2014-07-03 13:03:00,door problem,6,red,A Silver Spring-bound Red Line train at Judiciary Square was offloaded due to a door problem. Passengers experienced a 6-minute delay.
2014-07-03 15:29:00,signal problem,8,red,A Silver Spring-bound Red Line train at NoMa-Gallaudet was delayed 8 minutes due to a signal problem.
2014-07-03 15:30:00,misc,6,green,A Branch Avenue-bound Green Line train at Mt. Vernon Square was delayed 6 minutes due to a sick passenger.
2014-07-03 15:42:00,expressed,0,red,A Silver Spring-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.
2014-07-03 15:58:00,expressed,0,green,A Branch Avenue-bound Green Line train at Congress Heights was expressed for schedule adherence/improved train spacing.
2014-07-03 16:00:00,misc,4,green,A Branch Avenue-bound Green Line train at Southern Avenue was delayed 4 minutes due to a reported lost child.
2014-07-03 16:02:00,operational problem,4,blue,A Largo Town Center-bound Blue Line train at Smithsonian did not service the station due to an operational problem. Passengers experienced a 4-minute delay.
2014-07-03 16:04:00,expressed,0,yellow,A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.
2014-07-03 16:05:00,expressed,0,green,A Branch Avenue-bound Green Line train at Congress Heights was expressed for schedule adherence/improved train spacing.
2014-07-03 16:05:00,did not operate,9,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 9-minute gap in service."
2014-07-03 17:04:00,equipment problem,6,orange,A Vienna-bound Orange Line train at Rosslyn was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2014-07-03 17:27:00,equipment problem,7,red,A Glenmont-bound Red Line train at Bethesda was offloaded due to an equipment problem. Passengers experienced a 7-minute delay.
2014-07-03 18:23:00,expressed,0,red,A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.
2014-07-02 07:15:00,brake problem,6,red,A Silver Spring-bound Red Line train at Judiciary Square was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-07-02 08:28:00,misc,5,green,A Greenbelt-bound Green Line train at Gallery Place was delayed 5 minutes due to a sick passenger.
2014-07-02 08:42:00,equipment problem,6,red,A Grosvenor-bound Red Line train at Rhode Island Avenue was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2014-07-02 09:05:00,expressed,0,red,A Glenmont-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.
2014-07-02 09:18:00,expressed,0,red,A Shady Grove-bound Red Line train at Medical Center was expressed for schedule adherence/improved train spacing.
2014-07-02 12:35:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2014-07-02 13:26:00,misc,5,blue,A Largo Town Center-bound Blue Line train at L'Enfant Plaza was delayed 5 minutes due to a sick passenger.
2014-07-02 13:59:00,door problem,12,orange,A New Carrollton-bound Orange Line train at Rosslyn was offloaded due to a door problem. Passengers experienced a 12-minute delay.
2014-07-02 14:24:00,expressed,0,red,A Shady Grove-bound Red Line train at Dupont Circle reported a track problem. Red Line trains were single tracked between Dupont Circle and Van Ness stations until 3:30 p.m. Several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 20 minutes.
2014-07-02 14:52:00,expressed,0,red,A Shady Grove-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.
2014-07-02 15:03:00,did not operate,4,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 4-minute gap in service."
2014-07-02 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-07-02 15:37:00,did not operate,4,orange,"A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 4-minute gap in service."
2014-07-02 16:00:00,operational problem,5,red,A Glenmont-bound Red Line train at Grosvenor was delayed 5 minutes due to an operational problem.
2014-07-02 16:12:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2014-07-02 16:35:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.
2014-07-02 17:09:00,expressed,0,green,A Branch Avenue-bound Green Line train at Congress Heights was expressed for schedule adherence/improved train spacing.
2014-07-02 17:25:00,operational problem,3,red,A Grosvenor-bound Red Line train at Fort Totten did not service the station due to an operational problem. Passengers experienced a 3-minute delay.
2014-07-02 18:02:00,expressed,0,red,A Glenmont-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.
2014-07-02 18:10:00,operational problem,6,orange,A Vienna-bound Orange Line train at Dunn Loring did not service the station due to an operational problem. Passengers experienced a 6-minute delay.
2014-07-02 19:00:00,brake problem,5,yellow,A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was delayed 5 minutes due to a brake problem.
2014-07-01 08:09:00,operational problem,5,orange,A New Carrollton-bound Orange Line train at Landover was delayed 5 minutes due to an operational problem.
2014-07-01 08:44:00,equipment problem,3,red,A Silver Spring-bound Red Line train at Bethesda was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.
2014-07-01 09:11:00,door problem,3,red,A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a door problem. Passengers experienced a 3-minute delay.
2014-07-01 09:56:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.
2014-07-01 11:19:00,brake problem,12,orange,A New Carrollton-bound Orange Line train at Smithsonian was offloaded due to a brake problem. Passengers experienced a 12-minute delay.
2014-07-01 12:06:00,operational problem,4,green,A Branch Avenue-bound Green Line train at Congress Heights was delayed 4 minutes due to an operational problem.
2014-07-01 15:02:00,brake problem,3,red,A Grosvenor-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 3-minute delay.
2014-07-01 15:13:00,did not operate,7,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 7-minute gap in service. 3:37 p.m. A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-07-01 15:45:00,operational problem,5,red,A Shady Grove-bound Red Line train at Tenleytown was delayed 5 minutes due to an operational problem.
2014-07-01 15:57:00,expressed,0,red,A Shady Grove-bound Red Line train at Medical Center was expressed for schedule adherence/improved train spacing.
2014-07-01 15:57:00,door problem,7,blue,A Franconia-Springfield-bound Blue Line train at Arlington Cemetery was offloaded due to a door problem. Passengers experienced a 7-minute delay.
2014-07-01 16:23:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2014-07-01 16:50:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2014-07-01 17:11:00,expressed,0,green,A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.
2014-07-01 17:45:00,expressed,0,green,A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.
2014-07-01 18:41:00,expressed,0,red,A Grosvenor-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.
2014-07-01 19:12:00,brake problem,7,red,A Shady Grove-bound Red Line train at Grosvenor was offloaded due to a brake problem. Passengers experienced a 7-minute delay.
2014-07-01 21:21:00,misc,4,blue,A Largo Town Center-bound Blue Line train at Crystal City was delayed 4 minutes due to a sick passenger.
2014-06-30 06:49:00,brake problem,6,orange,A Vienna-bound Orange Line train at Potomac Avenue was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-30 07:34:00,door problem,4,orange,A New Carrollton-bound Orange Line train at Eastern Market was delayed 4 minutes due to a door problem.
2014-06-30 07:44:00,brake problem,9,red,A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2014-06-30 07:55:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2014-06-30 08:36:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2014-06-30 10:03:00,track problem,20,red,A Silver Spring-bound Red Line train at Rockville was delayed due to a sick passenger. Several trains were single tracked around the incident train. Passengers experienced a 20-minute delay.
2014-06-30 10:15:00,signal problem,9,green,A Branch Avenue-bound Green Line train at Columbia Heights was delayed 9 minutes due to a signal problem.
2014-06-30 15:25:00,did not operate,7,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 7-minute gap in service."
2014-06-30 15:37:00,did not operate,4,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 4-minute gap in service."
2014-06-30 16:06:00,door problem,9,red,A Glenmont-bound Red Line train at Cleveland Park was offloaded due to a door problem. Passengers experienced a 9-minute delay.
2014-06-30 16:23:00,brake problem,7,yellow,A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was offloaded due to a brake problem. Passengers experienced a 7-minute delay.
2014-06-30 16:52:00,door problem,15,green,A Branch Avenue-bound Green Line train at Waterfront was offloaded due to a door problem. Passengers experienced a 15-minute delay.
2014-06-30 18:14:00,operational problem,6,red,A Shady Grove-bound Red Line train at Tenleytown was delayed 6 minutes due to an operational problem.
2014-06-30 18:17:00,expressed,0,red,A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.
2014-06-30 18:27:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2014-06-30 19:53:00,equipment problem,35,green,A Greenbelt-bound Green Line train outside Greenbelt station was delayed due to an equipment problem. Several trains were single tracked around the incident train. Passengers experienced delays up to 35 minutes.
2014-06-29 19:04:00,door problem,18,red,A Gallery Place-bound Red Line train at Fort Totten was offloaded due to a door problem. Passengers experienced an 18-minute delay.
2014-06-27 06:46:00,did not operate,12,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 12-minute gap in service."
2014-06-27 07:23:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.
2014-06-27 08:35:00,brake problem,6,red,A Glenmont-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-27 08:45:00,brake problem,9,red,A Glenmont-bound Red Line train at Grosvenor was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2014-06-27 09:17:00,door problem,5,green,A Branch Avenue-bound Green Line train at Columbia Heights was delayed 5 minutes due to a door problem.
2014-06-27 09:24:00,equipment problem,4,red,A Glenmont-bound Red Line train at Farragut North was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.
2014-06-27 09:44:00,expressed,0,red,A Glenmont-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.
2014-06-27 09:49:00,brake problem,7,red,A Silver Spring-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 7-minute delay.
2014-06-27 10:47:00,misc,6,green,A Greenbelt-bound Green Line train at Fort Totten was delayed 6 minutes due to maintenance activity.
2014-06-27 11:02:00,brake problem,6,red,Silver Spring-bound Red Line train at Judiciary Square was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-27 11:10:00,signal problem,16,red,A Silver Spring-bound Red Line train at Shady Grove was delayed 16 minutes due to a signal problem.
2014-06-27 15:01:00,did not operate,6,yellow,"A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2014-06-27 15:07:00,signal problem,18,red,A Glenmont-bound Red Line train at Shady Grove was delayed 18 minutes due to a signal problem.
2014-06-27 15:36:00,expressed,0,red,A Shady Grove-bound Red Line train at Grosvenor was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2014-06-27 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-27 15:56:00,did not operate,6,yellow,"A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2014-06-27 16:20:00,expressed,0,red,A Grosvenor-bound Red Line train at Tenleytown was expressed for schedule adherence/improved train spacing.
2014-06-27 16:29:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2014-06-27 16:34:00,expressed,0,red,A Glenmont-bound Red Line train at Silver Spring was expressed for schedule adherence/improved train spacing.
2014-06-27 17:23:00,operational problem,4,orange,A New Carrollton-bound Orange Line train at Clarendon did not service the station due to an operational problem. Passengers experienced a 4-minute delay.
2014-06-27 17:41:00,equipment problem,6,orange,A Vienna-bound Orange Line train at Metro Center was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2014-06-26 06:35:00,signal problem,4,blue,A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 4 minutes due to a signal problem.
2014-06-26 06:36:00,equipment problem,4,red,Silver Spring-bound Red Line train at Takoma was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.
2014-06-26 06:57:00,brake problem,6,red,A Glenmont-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-26 08:35:00,brake problem,6,blue,A Franconia-Springfield-bound Blue Line train at Benning Road was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-26 10:13:00,signal problem,15,orange,A Vienna-bound Orange Line train at West Falls Church was delayed 15 minutes due to a signal problem.
2014-06-26 11:34:00,operational problem,14,blue,A Franconia-Springfield-bound Blue Line train at Pentagon was delayed 14 minutes due to an operational problem.
2014-06-26 12:55:00,brake problem,7,red,A Shady Grove-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 7-minute delay.
2014-06-26 15:24:00,did not operate,6,orange,"A Vienna-bound Orange Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2014-06-26 15:31:00,door problem,4,yellow,A Mt. Vernon Square-bound Yellow Line train at Huntington was delayed 4 minutes due to a door problem.
2014-06-26 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-26 17:27:00,expressed,0,red,A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.
2014-06-26 17:42:00,door problem,5,red,A Glenmont-bound Red Line train at Judiciary Square was offloaded due to a door problem. Passengers experienced a 5-minute delay.
2014-06-26 18:37:00,brake problem,8,orange,A Vienna-bound Orange Line train at Smithsonian was offloaded due to a brake problem. Passengers experienced an 8-minute delay.
2014-06-26 18:57:00,door problem,4,red,A Shady Grove-bound Red Line train at Woodley Park was offloaded due to a door problem. Passengers experienced a 4-minute delay.
2014-06-26 21:44:00,operational problem,9,blue,A Franconia-Springfield-bound Blue Line train at Arlington Cemetery was delayed 9 minutes due to an operational problem.
2014-06-25 06:24:00,brake problem,4,orange,A Vienna-bound Orange Line train at Stadium-Armory was offloaded due to a brake problem. Passengers experienced a 4-minute delay.
2014-06-25 06:28:00,expressed,0,blue,A Franconia-Springfield-bound Blue Line train at Stadium-Armory was rerouted to Vienna for schedule adherence/improved train spacing.
2014-06-25 08:00:00,brake problem,6,red,A Glenmont-bound Red Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-25 08:16:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2014-06-25 08:18:00,brake problem,5,orange,A New Carrollton-bound Orange Line train at Foggy Bottom was offloaded due to a brake problem. Passengers experienced a 5-minute delay.
2014-06-25 08:24:00,misc,4,orange,A New Carrollton-bound Orange Line train at Foggy Bottom was delayed 4 minutes due to a sick passenger.
2014-06-25 08:57:00,brake problem,3,red,A Shady Grove-bound Red Line train at Metro Center was offloaded due to a brake problem. Passengers experienced a 3-minute delay.
2014-06-25 10:43:00,misc,7,yellow,A Fort Totten-bound Yellow Line train at Braddock Road was delayed 7 minutes due to maintenance activity.
2014-06-25 13:42:00,did not operate,6,red,"A Grosvenor-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service."
2014-06-25 13:46:00,door problem,7,red,A Shady Grove-bound Red Line train at Gallery Place was offloaded due to a door problem. Passengers experienced a 7-minute delay.
2014-06-25 13:06:00,misc,5,orange,A New Carrollton-bound Orange Line train at McPherson Square was delayed 5 minutes due to police activity.
2014-06-25 13:51:00,brake problem,4,orange,A New Carrollton-bound Orange Line train at Landover was delayed 4 minutes due to a brake problem.
2014-06-25 14:50:00,expressed,0,red,A Shady Grove-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.
2014-06-25 14:51:00,expressed,0,red,A Grosvenor-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.
2014-06-25 15:23:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.
2014-06-25 15:26:00,signal problem,12,red,A Shady Grove-bound Red Line train at Silver Spring was delayed 12 minutes due to a signal problem.
2014-06-25 15:37:00,operational problem,4,yellow,A Huntington-bound Yellow Line train at Mt. Vernon Square was delayed 4 minutes due to an operational problem.
2014-06-25 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-25 16:05:00,expressed,0,red,A Silver Spring-bound Red Line train at Bethesda was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 3-minute delay.
2014-06-25 16:15:00,brake problem,5,red,A Silver Spring-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 5-minute delay.
2014-06-25 16:32:00,expressed,0,red,A Glenmont-bound Red Line train at Judiciary Square was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.
2014-06-25 16:45:00,brake problem,6,red,A Grosvenor-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-25 16:58:00,expressed,0,red,A Shady Grove-bound Red Line train at Silver Spring was expressed for schedule adherence/improved train spacing.
2014-06-25 17:01:00,did not operate,6,red,"A Shady Grove-bound Red Line train at Glenmont did not operate, resulting in a 6-minute gap in service."
2014-06-25 17:06:00,misc,5,green,A Greenbelt-bound Green Line train at Columbia Heights was delayed 5 minutes due to police activity.
2014-06-25 17:15:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2014-06-25 17:17:00,brake problem,10,red,A Shady Grove-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 10-minute delay.
2014-06-25 17:19:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2014-06-25 17:51:00,expressed,0,red,A Shady Grove-bound Red Line train at Medical Center was expressed for schedule adherence/improved train spacing.
2014-06-25 17:57:00,door problem,5,red,A Grosvenor-bound Red Line train at Farragut North was delayed 5 minutes due to a door problem.
2014-06-25 20:13:00,operational problem,4,red,A Shady Grove-bound Red Line train at Farragut North was delayed 4 minutes due to an operational problem.
2014-06-25 20:18:00,signal problem,4,orange,A New Carrollton-bound Orange Line train at West Falls Church was delayed 4 minutes due to a signal problem.
2014-06-24 06:25:00,brake problem,13,green,A Branch Avenue-bound Green Line train at Prince George's Plaza was offloaded due to a brake problem. Passengers experienced a 13-minute delay.
2014-06-24 06:39:00,expressed,0,yellow,A Mt. Vernon Square-bound Yellow Line train at Gallery Place was rerouted to Greenbelt for schedule adherence/improved train spacing.
2014-06-24 08:04:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2014-06-24 08:27:00,brake problem,40,blue,A Franconia-Springfield-bound Blue Line train at Stadium-Armory was offloaded due to a brake problem. Passengers experienced delays up to 40 minutes.
2014-06-24 09:35:00,equipment problem,4,red,A Silver Spring-bound Red Line train at Shady Grove was delayed 4 minutes due to an equipment problem.
2014-06-24 10:30:00,brake problem,12,yellow,A Fort Totten-bound Yellow Line train at Crystal City was offloaded due to a brake problem. Passengers experienced a 12-minute delay.
2014-06-24 10:34:00,brake problem,13,red,A Shady Grove-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 13-minute delay.
2014-06-24 15:33:00,brake problem,6,red,A Shady Grove-bound Red Line train at Cleveland Park was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-24 15:37:00,did not operate,6,orange,"A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-24 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-24 16:22:00,door problem,6,red,A Grosvenor-bound Red Line train at Takoma was delayed 6 minutes due to a door problem.
2014-06-24 16:58:00,door problem,9,red,A Grosvenor-bound Red Line train at Cleveland Park was offloaded due to a door problem. Passengers experienced a 9-minute delay.
2014-06-24 17:10:00,equipment problem,9,orange,A New Carrollton-bound Orange Line train at L'Enfant Plaza was offloaded due to an equipment problem. Passengers experienced a 9-minute delay.
2014-06-24 17:19:00,operational problem,6,red,A Grosvenor-bound Red Line train at Woodley Park was delayed 6 minutes due to an operational problem.
2014-06-24 17:21:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2014-06-24 17:30:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Deanwood was expressed for schedule adherence/improved train spacing.
2014-06-24 17:35:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2014-06-24 17:41:00,operational problem,6,orange,A Largo Town Center-bound Orange Line train at Stadium-Armory was delayed 6 minutes due to an operational problem.
2014-06-24 17:51:00,brake problem,6,red,A Glenmont-bound Red Line train at Van Ness was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2014-06-24 18:08:00,door problem,6,red,A Glenmont-bound Red Line train at Forest Glen was offloaded due to a door problem. Passengers experienced a 6-minute delay.
2014-06-24 18:32:00,expressed,0,red,A Glenmont-bound Red Line train at Forest Glen was expressed for schedule adherence/improved train spacing.
2014-06-23 05:00:00,did not operate,9,red,"A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 9-minute gap in service."
2014-06-23 06:21:00,brake problem,5,red,A Shady Grove-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 5-minute delay.
2014-06-23 07:25:00,expressed,0,red,A Shady Grove-bound Red Line train at Rockville was expressed for schedule adherence/improved train spacing.
2014-06-23 07:33:00,brake problem,9,green,A Greenbelt-bound Green Line train at Prince George's Plaza was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2014-06-23 07:40:00,brake problem,8,red,A Glenmont-bound Red Line train at Brookland was offloaded due to a brake problem. Passengers experienced an 8-minute delay.
2014-06-23 08:55:00,brake problem,18,blue,A Franconia-Springfield-bound Blue Line train at Morgan Boulevard was offloaded due to a brake problem. Passengers experienced an 18-minute delay.
2014-06-23 08:55:00,misc,4,red,A Shady Grove-bound Red Line train at Metro Center was delayed 4 minutes due to a sick passenger.
2014-06-23 12:34:00,operational problem,17,green,A Greenbelt-bound Green Line train at Prince George's Plaza was delayed 17 minutes due to an operational problem.
2014-06-23 13:23:00,brake problem,9,red,A Shady Grove-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2014-06-23 15:37:00,did not operate,6,orange,"A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-23 15:37:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service."
2014-06-23 16:08:00,operational problem,6,red,A Silver Spring-bound Red Line train at Farragut North was delayed 6 minutes due to an operational problem.
2014-06-23 16:48:00,expressed,0,orange,A Largo Town Center-bound Orange Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.
2014-06-23 16:52:00,did not operate,6,red,"A Silver Spring-bound Red Line train at Grosvenor did not operate, resulting in a 6-minute gap in service."
2014-06-23 16:52:00,expressed,0,orange,A Largo Town Center-bound Orange Line train at Addison Road was expressed for schedule adherence/improved train spacing.
2014-06-23 17:00:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2014-06-23 17:14:00,operational problem,5,yellow,A Huntington-bound Yellow Line train at L'Enfant Plaza was delayed 5 minutes due to an operational problem.
2014-06-23 17:29:00,did not operate,6,red,"A Grosvenor-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service."
